Ticker,Filing Date,Actual Purchase Date,Purchase Price,Sell Date,Sell Price,Return on Investment (%)
 RWAY,2022-01-18 16:00:21,2022-01-19,13.319999694824219,2022-01-24,12.800000190734863,-3.9039002702936454
 RWAY,2022-01-18 16:00:18,2022-01-19,13.319999694824219,2022-01-24,12.800000190734863,-3.9039002702936454
 CXDO,2022-01-18 14:35:41,2022-01-18,4.059999942779541,2022-01-21,4.150000095367432,2.216752558037601
 SURG,2022-01-18 12:53:14,2022-01-18,2.75,2022-01-21,3.069999933242798,11.636361208829014
 TPL,2022-01-18 11:54:04,2022-01-18,355.79998779296875,2022-01-21,334.45001220703125,-6.000555457680489
 SNSE,2022-01-18 10:20:16,2022-01-18,5.179999828338623,2022-01-21,4.800000190734863,-7.335900582947254
 SNSE,2022-01-18 10:17:47,2022-01-18,5.179999828338623,2022-01-21,4.800000190734863,-7.335900582947254
 YORW,2022-01-18 09:10:46,2022-01-18,45.54999923706055,2022-01-21,44.630001068115234,-2.0197545210863153
 CYTH,2022-01-18 09:00:29,2022-01-18,4.190000057220459,2022-01-21,3.819999933242798,-8.830551764314531
 YORW,2022-01-18 08:59:14,2022-01-18,45.54999923706055,2022-01-21,44.630001068115234,-2.0197545210863153
 GALT,2022-01-18 08:54:55,2022-01-18,2.0199999809265137,2022-01-21,1.9199999570846558,-4.950496276539116
 YORW,2022-01-18 08:48:17,2022-01-18,45.54999923706055,2022-01-21,44.630001068115234,-2.0197545210863153
 YORW,2022-01-18 08:42:48,2022-01-18,45.54999923706055,2022-01-21,44.630001068115234,-2.0197545210863153
 LIFE,2022-01-18 08:39:32,2022-01-18,6.679999828338623,2022-01-21,5.989999771118164,-10.329342439400456
 YORW,2022-01-18 08:33:16,2022-01-18,45.54999923706055,2022-01-21,44.630001068115234,-2.0197545210863153
 VOXX,2022-01-18 07:00:12,2022-01-18,10.779999732971191,2022-01-21,9.859999656677246,-8.534323739174846
 ALZN,2022-01-18 06:05:50,2022-01-18,26.25,2022-01-21,22.799999237060547,-13.142860049293153
 GLSI,2022-01-18 06:05:19,2022-01-18,20.709999084472656,2022-01-21,16.299999237060547,-21.294061044737138
